row_id,Salary,lower_bound,upper_bound,modified_z_log_salary,is_iqr_outlier,is_log_mz_outlier,is_hybrid_outlier,kept_in_analysis
81,130000,-65000.0,295000.0,0.2432796665765797,False,False,False,True
82,60000,-65000.0,295000.0,-1.0468261121433942,False,False,False,True
83,35000,-65000.0,295000.0,-1.9461685775418887,False,False,False,True
84,35000,-65000.0,295000.0,-1.9461685775418887,False,False,False,True
85,151315,-65000.0,295000.0,0.4966144143459866,False,False,False,True
86,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
87,150729,-65000.0,295000.0,0.49014005055679966,False,False,False,True
88,48000,-65000.0,295000.0,-1.4191522242867916,False,False,False,True
89,215000,-65000.0,295000.0,1.0827330049180233,False,False,False,True
90,65000,-65000.0,295000.0,-0.913270873921189,False,False,False,True
91,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
92,75000,-65000.0,295000.0,-0.6745,False,False,False,True
93,115000,-65000.0,295000.0,0.03871159523620264,False,False,False,True
94,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
95,114776,-65000.0,295000.0,0.035458381168879276,False,False,False,True
96,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
97,85000,-65000.0,295000.0,-0.4656590717040553,False,False,False,True
98,65000,-65000.0,295000.0,-0.913270873921189,False,False,False,True
99,60000,-65000.0,295000.0,-1.0468261121433942,False,False,False,True
100,75000,-65000.0,295000.0,-0.6745,False,False,False,True
101,45000,-65000.0,295000.0,-1.5268379562611847,False,False,False,True
102,70000,-65000.0,295000.0,-0.7896180370441199,False,False,False,True
103,120000,-65000.0,295000.0,0.10972442835437447,False,False,False,True
